CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
817c29f1,7360,21.7,96,3550,181,23,90,7.3,596,1.05,Undersaturated,45700,Strong,0.256,0.53,600,0.28,530,280,39.6,NA,110.65,65.45,7534,0,68,NA,0.25,0.869,NA,NA,3.27,3,NA,34.2,31000,12400,0,0,0,7,0,NA
e5d1f80c,7990,28.3,93,4040,167,22.2,250,5.4,1769,1.092,NA,79300,Medium,0.23,0.48,280,0.344,230,230,20.9,24.4,48.91,13.38,9075,0,186,0.43,0.25,0.94,0.34,NA,NA,1,1,31.2,17000,2300,0,0,0,10,0,50090.49852185359
fe19563c,4640,6.7,345,4220,136,18.4,400,12.5,3821,1.12,Full Saturated,119900,Weak,0.112,0.47,110,0.436,50,110,2.1,NA,2.38,0,954,0.36,401,0.34,0.313,0.91,0.327,NA,NA,1,NA,29.9,11000,100,0,23200,6700,9,7,55839.7090179089
9dcb69d3,6410,21,204,2800,222,23.4,120,4.6,846,1.06,Undersaturated,45000,Very Strong,0.14,0.55,810,0.29,340,280,26,28.8,73.02,157.65,6659,0,91,0.45,0.26,NA,0.557,NA,NA,7,10,31.8,22000,34600,0,0,0,6,0,82373.13953192497
fbc6a9a9,1480,39.1,173,2040,116,30.6,300,6,1875,NA,Undersaturated,121800,Weak,0.106,0.66,80,0.439,NA,380,26.9,29.2,102.85,1109.92,30400,1228.91,296,0.59,0.3086,0.91,0.436,NA,NA,NA,NA,55.3,38000,99100,0,142900,0,123,64,NA
8d197761,5290,33.9,303,2880,158,40.7,260,1.1,960,1.0871,Highly Undersaturated,46700,Weak,0.207,0.72,180,0.24,140,1770,41.1,NA,726.34,2009.51,144070,2800.18,198,NA,0.248,NA,0.454,NA,1.49,4,NA,50.3,143400,148900,0,NA,0,22,NA,19742.12481389907
23a0c419,5440,8.4,271,3160,143,13.4,100,210.9,1296,1.0424,Near Saturation,108800,Medium,0.172,0.68,260,0.429,130,200,19.2,NA,38.23,523.92,2850,536.12,NA,NA,NA,0.886,0.2,NA,NA,4,NA,46.5,23000,34800,0,35300,NA,6,2,76016.15264911379
0a22dc76,2400,13.1,318,1530,122,15.6,100,90.1,941,1.04,Near Saturation,NA,Medium,0.126,0.71,150,NA,70,230,17.6,19.1,40.1,400.55,3023,446.74,75,NA,0.3189,0.9312,0.238,NA,NA,2,NA,30.2,18000,46700,0,67800,NA,14,7,35031.4802168777
0e2c7582,11650,11.5,429,5830,242,22.6,50,4.3,358,1.049,Highly Undersaturated,3000,Very Strong,0.296,0.81,2670,0.16,2270,1170,40.2,44.2,470.55,4963.3,19054,0,40,0.49,NA,0.8638,0.47,NA,NA,44,117,40.1,91000,581200,0,0,0,4,0,117448.12516245875
c6d61f4f,5700,14.5,231,3020,186,28.3,100,3.6,506,1.05,Highly Undersaturated,34700,Medium,0.179,0.63,510,0.248,240,410,28.9,29.1,119.6,26.08,10809,0,90,0.4,0.273,0.789,0.3242,2.501,NA,7,NA,47.2,42000,5700,0,0,0,7,NA,70710.89935163618
3a6f3ed3,10240,15.4,91,5520,214,22.3,100,7.4,692,1.05,Undersaturated,NA,Medium,0.285,0.44,380,0.215,330,170,24.3,25.7,40.79,27.49,2932,0,72,0.36,NA,0.886,0.28,NA,NA,1,NA,46.8,18000,7900,0,0,0,6,0,NA
186a64d5,5900,16,108,3370,167,36.3,300,1.3,1157,1.1,Undersaturated,54300,Weak,0.202,0.38,140,0.259,110,130,36.6,42.2,48.66,96.05,10776,148.89,221,0.53,0.26,0.8605,0.3236,NA,NA,0,NA,31.6,13400,13900,0,18100,0,22,9,21072.46645691392
3fc46f1f,1130,42.8,331,3700,94,39.6,850,2,3377,1.08,Undersaturated,124200,Weak,0.101,0.72,10,0.443,NA,790,0.5,0.6,4.23,0,31567,4.92,7461,0.37,NA,0.827,0.44,NA,2.83,NA,NA,8.8,70000,0,500,NA,60800,453,NA,1048.2057903189404
16959c54,10050,6.5,174,6160,219,45.6,1810,0.2,5606,1.7729,Undersaturated,23700,Medium,0.237,0.62,140,NA,140,180,38.2,48.6,68.63,0.52,1154076,0,16816,0.2,NA,NA,0.49,4.55,NA,NA,2,41.2,14000,100,100,0,100,7,2,59949.53017530747
3abcd5f7,9710,15.6,206,4790,220,36.3,NA,0.7,1833,1.159,Undersaturated,37200,Medium,0.248,0.48,330,0.222,310,410,33.6,38.6,138.43,44.48,45097,0,326,NA,0.22,0.642,0.3463,NA,NA,3,NA,28.9,32000,7700,0,0,NA,7,0,59414.37666723172
46aae709,10780,29.5,107,5170,248,16.4,50,14.6,575,1.048,Undersaturated,20600,Very Strong,0.288,0.71,2400,0.235,2180,670,37.1,41.6,247.22,2116.6,9583,1448.62,39,0.51,NA,0.906,0.5,NA,NA,12,NA,51.6,50000,190000,0,100800,NA,5,1,102204.13159158197
f966b82e,6910,29.3,110,3820,183,40.8,750,0.4,NA,1.272,Undersaturated,NA,Weak,0.149,0.68,110,0.222,80,400,56.4,58.3,228.27,595.06,129065,882.73,565,0.66,0.25,NA,NA,NA,NA,1,1,51.4,43200,46700,0,51100,0,34,20,14973.229366660235
7fc25c97,7200,12.5,162,3990,170,17.3,10,55.1,5,1.025,Very Highly Undersaturated,6500,Strong,0.296,0.8,2050,0.188,1730,490,29.4,31.2,143.81,2842.08,741,2221.5,5,0.42,0.27,NA,0.497,NA,NA,18,NA,50.2,36000,274000,0,NA,0,5,1,NA
79bd0515,11470,21.8,287,5730,227,40.9,600,0.4,2179,1.22,Undersaturated,9900,Medium,0.274,0.74,500,0.163,460,1320,39.7,44.1,524.51,282.28,235017,0,448,0.45,0.2,0.76,0.3562,NA,NA,11,10,29.3,138000,49100,NA,0,0,6,0,83732.07774033363
7c1654d9,4730,NA,238,3010,139,33.3,680,1.1,2659,1.23,Near Saturation,97100,Weak,0.129,0.65,110,0.359,70,50,35.6,41.8,18.36,67.97,9375,89.45,511,NA,NA,NA,0.31,NA,NA,1,NA,25.6,5000,10800,NA,11200,NA,5,2,96919.1067376337
58bdb6ac,3630,13.4,208,2240,150,23.9,40,20.7,192,1.03,Highly Undersaturated,43500,Medium,0.207,0.5,420,0.286,220,340,17.2,20.2,59.17,9.3,1601,0,27,0.36,NA,NA,NA,NA,NA,NA,4,45.3,37000,2100,0,0,NA,10,0,44463.02874478279
a917dabc,11460,NA,312,5810,226,16,40,15.3,NA,1.0457,Undersaturated,8600,Very Strong,0.294,0.49,1890,0.189,NA,790,22.1,45.4,174.17,398.67,5458,155.56,31,0.37,0.25,NA,0.2652,NA,1.605,21,32,9.1,90000,324600,0,99700,0,4,1,119785.58613786008
e1781485,3050,33.1,304,4280,116,39.8,1060,0.9,3897,1.2168,Undersaturated,NA,Weak,0.118,0.63,40,0.398,30,570,37.1,44.1,210.59,299.76,1778626,555.3,8446,0.57,NA,NA,0.278,NA,2.22,1,1,32,52000,49100,200,110400,NA,56,56,8668.338342336834
17e38f48,10800,16.3,194,5450,222,27,1060,0.6,4731,1.4018,Full Saturated,75100,Medium,0.222,0.47,200,0.306,160,340,31.1,36,106.94,0.34,1109097,0,10371,0.33,0.23,0.79,0.393,NA,2.24,NA,NA,43.2,33500,100,100,0,NA,11,3,38477.09727754488
6955ac31,4980,19,166,2580,160,18.7,100,20.8,771,1.043,Undersaturated,NA,Medium,0.188,0.6,350,0.356,200,300,9.6,18.7,28.73,0.95,2047,0,71,0.41,0.279,0.86,0.252,NA,NA,3,4,5,36000,3600,0,NA,NA,9,NA,NA
87037073,6970,29,213,3770,195,28.2,210,2.3,1016,1.075,Undersaturated,49700,Medium,0.205,0.64,260,0.266,NA,990,13.2,17.9,130.97,0.88,19917,0,152,0.32,0.26,0.95,0.5393,2.263,2.555,3,NA,29.1,80000,200,NA,0,NA,18,NA,25482.371666491963
c771eda2,5980,27.7,337,2870,171,26.7,100,4,549,1.05,Undersaturated,45900,Medium,0.236,0.69,500,0.272,390,1750,21,23.5,367.87,162.25,28025,0,76,0.37,0.25,NA,0.53,NA,NA,8,15,48.2,159000,27700,0,NA,NA,13,0,NA
d09204cd,11130,31.2,143,5890,224,34.6,1110,NA,3996,1.406,Near Saturation,49000,Weak,0.254,0.7,120,0.223,110,690,44.3,52.1,307.46,726.91,256430,1146.23,834,0.56,NA,0.944,0.36,NA,NA,1,NA,45.7,56000,66100,NA,75300,0,NA,15,17301.03227708023
54e0557f,2880,15.2,129,1550,126,39.2,130,2.1,437,1.0437,Highly Undersaturated,61800,Medium,0.222,0.43,210,0.286,160,210,8.1,14.8,16.89,0.05,1690,0,100,0.32,0.2482,NA,0.318,NA,NA,1,NA,11.3,20100,0,NA,0,NA,NA,NA,19901.599300842045
2d8edd69,5820,28.5,281,2470,176,14,150,NA,1982,1.073,Full Saturated,109000,Very Strong,0.139,0.78,490,0.431,260,720,18.9,23.9,136.59,469.29,15861,467.43,116,0.54,0.28,0.8807,0.264,NA,NA,10,NA,21.1,63000,80100,0,73100,NA,7,NA,63461.685006969914
3d10d0c1,1650,17.4,253,2610,108,21.9,280,21.7,2387,1.0643,Near Saturation,124100,NA,0.118,0.63,30,0.446,20,240,13.5,25.7,32.6,33.79,9068,72.68,278,0.52,NA,NA,0.34,NA,NA,0,1,8.8,21000,NA,0,101900,0,65,68,7041.843455639274
9242824e,1680,22.7,271,1110,108,23.6,110,20.1,709,1.0366,Undersaturated,111900,Weak,0.155,0.44,120,0.423,80,310,26.1,NA,79.7,361.2,6859,450.24,86,NA,NA,0.939,0.1915,NA,2.31,NA,NA,25,31000,59700,0,101300,0,36,32,NA
cf85e2f8,5300,33.3,154,2650,161,NA,410,1.1,1616,1.138,Undersaturated,74500,Medium,0.174,0.83,180,NA,140,780,14.3,NA,112.4,1.7,121834,0,1084,0.34,NA,0.8412,0.45,NA,NA,NA,NA,53.6,51100,400,0,0,NA,21,0,21789.107439530617
76e50f79,1410,14.9,127,2890,110,41,690,1.3,2616,NA,Undersaturated,119600,NA,0.109,0.84,70,NA,40,140,44.4,NA,62.63,455.38,43282,538.49,691,0.68,NA,NA,0.4,NA,NA,NA,1,44.1,14000,43400,0,58000,0,35,26,NA
5cc7b101,9990,11.1,96,4570,233,40.4,210,0.6,773,1.09,Highly Undersaturated,8500,Very Strong,0.272,0.82,1070,0.166,890,220,57,60.2,127.93,584.42,20091,0,157,0.63,0.2,0.8264,0.27,NA,NA,NA,NA,45.8,26000,NA,0,0,0,5,0,100687.05697646714
70eef8a2,5380,23.6,423,2760,149,23.9,110,6.3,611,1.046,Undersaturated,60500,Medium,0.223,0.62,350,0.307,270,1420,15.9,19.1,225.89,48.39,18675,0,83,NA,0.2597,0.868,0.59,NA,NA,NA,NA,29.7,105000,12200,0,0,0,14,0,NA
6dfc40b8,6830,14.4,414,3650,199,26.1,130,4.7,751,1.055,Undersaturated,48500,Medium,0.216,0.54,350,0.276,230,640,22.8,23.6,145.85,78.49,14371,0,99,0.4,NA,0.79,0.333,NA,1.8,6,NA,36.2,58000,22700,NA,0,0,NA,0,51738.673112215474
c3acaf72,4480,16.2,201,2240,157,30,120,3.9,620,1.0483,Undersaturated,59000,NA,0.191,0.84,370,0.301,240,540,19.3,24.2,104.35,11.65,9451,0,91,0.4,NA,0.736,0.287,NA,2.166,3,NA,27.5,57000,2400,NA,0,0,13,0,38838.342848427754
470f1f31,2290,14.6,265,1760,107,36.8,240,1.9,NA,1.068,Highly Undersaturated,87400,None,0.196,0.72,100,0.327,80,470,39.7,48.4,188.41,148.45,34518,354.95,183,0.6,0.28,0.7595,0.36,NA,NA,NA,2,17.5,47000,81900,0,165800,0,35,NA,11849.766124871261
114f3dee,6470,34.4,160,3420,166,25.8,140,5,826,1.05,Undersaturated,58600,Medium,0.232,0.63,280,0.297,260,830,10.8,NA,89.61,0.92,9531,0,106,0.36,0.2577,0.96,0.41,NA,NA,1,NA,10.8,89200,500,0,NA,0,27,0,17613.70426720823
553309cb,11350,32,340,5750,233,20.1,270,3.6,2181,1.113,Near Saturation,35000,Medium,0.259,0.49,540,0.242,470,1530,25.2,29.8,386.09,181.92,79034,0,205,NA,NA,0.634,0.293,NA,2.335,NA,NA,30.3,175000,35700,NA,0,0,9,0,51687.405459576985
139988e5,6440,9.9,289,2710,207,45.2,600,0.3,2469,1.298,Undersaturated,36600,Strong,0.164,0.56,350,0.202,NA,320,16.9,40.3,53.67,0,143407,0,2672,0.15,0.1962,0.7,0.54,NA,2.7,5,NA,9,39000,0,100,0,3600,8,2,56685.89109268287
057ad61a,4980,18.5,98,2420,155,17.9,80,40,NA,1.04,Undersaturated,83100,Strong,0.211,0.78,470,0.378,340,200,30.3,33.6,60.43,405.03,3598,426.86,60,0.56,0.27,0.8986,0.254,2.96,NA,3,NA,52.3,15000,25300,0,24700,NA,7,2,NA
a703745a,11710,17.9,93,5840,259,42.1,650,0.3,2106,1.243,Undersaturated,2500,Strong,0.293,0.7,630,0.151,650,340,24.1,44.2,81.5,7.69,39498,0,485,NA,NA,0.97,0.58,NA,NA,NA,4,10.2,29000,12400,0,NA,0,7,0,68254.10273961107
8b5e93a0,10920,23.5,198,5490,204,30.8,NA,0.4,5009,1.5,Near Saturation,73300,Weak,0.196,0.56,100,0.288,90,430,25,40.1,108.68,4.2,611568,96.41,5627,0.38,0.24,NA,0.41,4.887,NA,1,NA,20.7,35000,2500,100,44100,NA,21,NA,NA
4106e23f,7880,17.5,289,4550,177,15.7,180,37.1,1991,1.069,Near Saturation,NA,Medium,0.192,0.4,200,0.391,120,360,20.5,26.1,73.6,442.28,10103,506.8,137,0.51,0.3,NA,0.489,NA,1.987,2,NA,36.2,42000,39500,0,41300,0,9,NA,53909.02332258993
b73a3c8f,1330,29.7,151,2750,113,38,580,1.9,2519,1.08,Undersaturated,121800,Weak,0.103,0.73,70,0.434,30,260,1.5,1.6,3.77,0,2589930,1.69,NA,0,0.2803,0.813,NA,2.2,NA,1,NA,37.1,29000,0,0,185300,103400,58,62,NA
36e33cf1,9160,30.2,112,4250,231,23.9,100,2.8,NA,1.056,Undersaturated,19200,Very Strong,0.248,0.8,1200,0.211,910,770,9.4,45.9,72.29,0.6,5236,0,72,0.28,NA,0.65,0.2,NA,2.459,8,14,5.8,86000,2900,0,0,0,7,NA,67949.58116581797
e706a8d7,2170,NA,246,1780,116,31,120,4.8,493,NA,Highly Undersaturated,77200,Weak,0.146,0.62,140,0.33,80,250,36.4,39.3,89.99,382.09,8224,476.91,NA,0.57,NA,0.851,0.3189,NA,NA,NA,NA,30.8,22000,48100,0,NA,NA,16,9,29577.35220698305
64adb7da,6270,31.9,123,NA,221,14.2,40,29.5,470,1.0418,Undersaturated,NA,Very Strong,0.185,0.45,2140,0.351,NA,290,23.1,NA,66.63,1075.95,2082,1069.66,31,0.5,NA,0.7483,0.4672,2.997,NA,8,NA,46.2,23000,72700,0,NA,0,6,2,78887.18566249881
d966bc07,10400,20.9,164,4930,231,33.3,550,0.7,2483,1.21,Near Saturation,41200,Strong,0.231,0.77,480,0.237,450,630,44.9,51.3,283.75,131.01,116513,0,411,0.55,0.214,NA,0.277,3.282,NA,4,8,27.2,77000,22600,0,0,0,8,0,52188.11698315549
c0ab4c18,10300,23.6,308,4920,224,26.4,440,1.4,2560,1.17,Near Saturation,53000,Strong,0.218,0.5,520,0.276,410,750,25,27.3,187.23,29.53,1596500,0,8527,0.32,0.23,0.89,0.38,NA,NA,5,NA,58.4,91000,14400,100,0,300,8,2,52078.32826379308
953d6c5c,4280,25.5,174,2570,142,41.2,250,1.1,769,NA,Highly Undersaturated,NA,Weak,0.209,0.7,130,NA,100,640,33.8,49.8,218.12,114.31,41123,352.16,189,0.48,0.25,NA,0.4217,NA,NA,NA,2,13.2,77900,62600,0,99600,0,34,21,14509.32353574608
2eff9a8f,6630,NA,64,NA,164,39.7,780,0.5,2574,1.285,Undersaturated,67800,Medium,0.182,0.68,130,0.273,100,70,54,55.8,37.98,172.3,22278,218.69,587,0.66,NA,0.8532,0.5255,NA,NA,NA,1,58.9,8000,10400,0,10700,NA,12,6,42713.08664777462
f09200e4,1100,17.8,234,3670,102,42.9,1010,1.2,3335,1.091,Undersaturated,121700,Weak,0.102,0.66,20,0.422,10,250,40.7,44.2,101.92,612.91,102903,769.58,1010,0.66,0.28,NA,0.1576,NA,NA,0,NA,38.5,27000,92100,0,111100,0,200,176,2219.6538418681885
5bb85f13,7140,13,279,3960,191,36.2,1020,0.5,3609,1.3844,Near Saturation,78200,Weak,0.126,0.55,180,0.306,100,270,37.9,41.5,102.93,140.11,1026203,249.12,9970,0.5,0.2656,0.887,0.51,NA,NA,2,NA,54.5,26000,NA,100,NA,4000,8,7,NA
95ee8778,2030,17,255,1250,131,39.3,260,1.1,NA,1.1158,Highly Undersaturated,89600,NA,0.119,0.53,100,0.339,60,280,44.8,50.1,125.35,586.12,33160,733.55,265,0.64,0.26,NA,0.17,NA,NA,NA,NA,35.3,NA,66500,0,98100,0,39,32,NA
4e5ee853,10580,12.6,114,5390,225,27.8,250,2,1514,1.1011,Undersaturated,31100,Strong,0.258,0.45,440,0.225,NA,150,35.2,36.4,53.6,82.36,10100,0,188,0.47,0.24,0.609,0.369,NA,NA,NA,3,40.7,16000,14700,0,0,0,7,NA,68762.823905094
6ef9a907,2590,32.8,84,4830,137,35.9,1200,1,4391,1.15,Near Saturation,117200,Weak,0.103,0.51,70,0.411,30,110,44.8,49.3,47.61,126.72,57014,200.61,1198,NA,NA,0.91,0.2311,NA,NA,NA,NA,24.5,11000,26400,0,27900,0,36,29,NA
085126d5,6850,14.2,156,4090,217,41.4,900,0.4,3712,1.35,Undersaturated,84300,Medium,0.143,0.77,160,0.311,NA,190,30.4,38.4,57.74,0,828937,0,14358,0.32,0.2205,NA,0.3689,NA,NA,1,NA,40.8,20000,0,100,0,NA,12,3,36771.90579453745
28258ca5,11050,8.6,128,6990,221,40.5,1760,0.2,6364,1.75,Near Saturation,NA,Medium,0.177,0.85,160,0.261,140,170,33.2,51,55.69,0.02,325687,0,5848,NA,NA,0.8906,0.4203,NA,2.11,NA,NA,18.3,13000,0,100,0,100,6,NA,85548.93352782237
4884fe79,7530,31.2,171,4230,170,36.5,170,1.4,649,1.0624,Highly Undersaturated,27300,Medium,0.266,0.57,220,0.202,NA,830,9.1,16.7,75.63,0.06,9824,0,130,0.26,0.2448,0.9818,0.215,NA,NA,1,NA,9.5,86200,0,0,0,NA,20,0,NA
4a524b72,11590,11.5,244,5770,248,26.4,180,1.6,NA,1.084,Undersaturated,8800,Very Strong,0.289,0.72,1240,0.172,1010,630,56.5,55.7,356.28,1936.62,48278,0,136,0.63,0.212,NA,0.2551,NA,NA,13,21,58.6,72000,206500,0,0,NA,5,NA,103177.32046277379
3bbe68b2,2660,23.3,240,4890,129,43.7,1460,0.7,4434,1.209,Undersaturated,99300,None,0.124,0.6,40,0.31,30,380,27.5,60.3,105.05,1.97,153670,153.06,1463,0.46,NA,NA,0.2387,NA,NA,NA,NA,9.8,37000,3700,100,128600,200,109,108,4029.877811944467
534c5049,7260,13.2,197,6980,216,36.4,2070,0.3,6358,1.324,Near Saturation,91000,NA,0.125,0.65,190,0.317,140,200,51.7,58.2,101.95,3.5,2589132,0,25396,0.39,0.2,0.7512,0.43,NA,NA,2,2,52.3,22000,300,200,0,200,10,NA,48753.87047221244
4dfc4491,9480,8.5,319,4810,215,32.1,980,0.5,3875,1.372,Near Saturation,NA,Medium,0.167,0.38,160,0.287,NA,180,14.9,NA,27.02,0.01,58687,0,2172,0.3,0.24,0.7541,NA,NA,NA,1,NA,8.7,21000,0,0,NA,1500,7,2,65549.41853896267
573657e4,2080,16.6,72,1210,121,13.7,30,826.4,304,1.023,Undersaturated,105800,Medium,0.142,0.55,510,0.434,190,70,9.6,9.5,6.55,164,136,178.16,21,NA,NA,NA,NA,NA,NA,NA,NA,55.8,5800,19000,0,28200,NA,13,5,32604.118344420567
f4ea0d9c,3260,13.8,117,1810,141,24,160,8,971,1.055,Undersaturated,92300,NA,0.149,0.63,170,0.379,110,120,15.7,15.8,19.47,0.56,6479,0,333,0.43,0.284,0.641,0.178,NA,2.38,1,NA,51.9,11400,200,0,0,NA,13,0,38685.05794646962
66de4d79,3900,21.7,221,2350,128,31.2,230,4.5,1137,1.0699,Undersaturated,95000,Weak,0.199,0.7,120,0.369,90,480,41.7,NA,199.34,1001.43,34844,1218.43,175,0.63,0.272,0.8482,0.31,NA,NA,NA,2,57.3,54000,59300,0,NA,NA,NA,15,21769.85441046747
fbb00d25,2020,12,353,1370,119,27.2,40,12.6,152,1.0221,Highly Undersaturated,55000,Medium,0.176,0.5,250,0.308,160,370,23.2,29.7,86.02,234.31,2405,326.36,NA,0.47,0.304,0.87,NA,NA,2.355,NA,6,14.7,44000,82700,0,131500,NA,15,8,30055.785804967163
0d299c3d,2450,18.4,51,1700,115,16,170,99.3,1662,1.051,Near Saturation,119600,Weak,0.125,0.6,160,0.441,80,60,16.6,16.8,10.45,173.04,1294,184.48,124,NA,NA,0.8651,0.1272,NA,NA,NA,1,58.8,5000,9000,0,13300,0,20,8,20996.885496582545
1f178012,5250,24,140,2510,172,37.2,260,1.3,995,1.088,Undersaturated,58900,NA,0.202,0.68,270,0.278,200,530,18.3,NA,97.63,0.45,34865,0,357,0.34,0.2403,NA,0.35,NA,NA,2,3,53.2,51400,100,NA,0,0,22,0,21142.218505520777
24df2a0b,8940,14.3,105,7240,188,41,2300,0.2,6575,1.79,Near Saturation,91900,Weak,0.132,0.74,50,0.286,40,150,54.5,57.5,79.22,14.78,4166065,101.98,52588,0.49,NA,0.8692,0.34,NA,NA,0,1,58.5,16000,2600,NA,15200,8500,13,11,37438.82137639583
ef85e6d1,4420,26.9,183,2910,137,NA,20,NA,199,1.02,Highly Undersaturated,88200,Medium,0.177,0.74,490,0.417,210,550,9.3,10.5,51.38,1202.54,724,1223.86,14,0.47,0.34,NA,0.3025,NA,NA,5,NA,47.2,20500,76000,0,78300,0,8,3,53938.75821656038
e85f476b,2810,15.8,172,1970,131,29.9,130,5.6,612,1.0423,Undersaturated,76600,Weak,0.151,0.62,110,0.334,60,270,33.9,41.1,91.14,147.18,8959,244.17,98,0.56,NA,0.94,0.21,NA,2.746,1,1,23.2,30000,29700,0,46200,0,21,NA,NA
87017aa6,10700,17.6,174,5660,223,39.1,410,0.6,1388,1.147,Undersaturated,8700,Medium,0.29,0.65,190,0.158,180,690,44.6,47.9,305.37,518.14,94657,834.09,310,0.53,0.22,0.879,0.49,NA,NA,3,NA,42.1,60000,55000,0,61900,NA,9,NA,NA
1d10d4e8,3240,20.3,105,1530,139,35.3,280,1,1372,1.1323,Undersaturated,85000,Medium,0.121,0.82,140,0.335,80,190,15.7,15.8,29.77,0,35842,0,1204,0.36,NA,0.769,0.17,NA,NA,1,NA,46.1,14600,0,0,0,0,20,0,23287.665374098287
898a2c7e,1010,8.1,241,990,102,33.4,170,3.7,897,1.059,Undersaturated,123900,None,0.101,0.67,60,0.447,20,90,27.8,30.7,24.14,158.09,4149,185.57,172,0.6,0.32,0.96,0.4289,NA,NA,NA,1,24.5,10000,23800,NA,NA,0,NA,22,22076.60566452209
ab108e46,3660,31,346,2680,128,23.4,NA,7.5,2420,1.108,Near Saturation,NA,Weak,0.125,0.76,140,0.428,80,870,2,38.5,17.08,0,30583,3.01,1791,NA,0.292,NA,0.23,3.31,NA,3,NA,5.1,69100,0,NA,200600,42500,28,28,17539.460469758655
2fff2d1f,1680,16.5,290,1100,118,18.3,90,65.9,751,1.03,Undersaturated,111000,Weak,0.116,0.68,160,0.429,60,250,17.1,25,42.45,208.63,2895,258.95,NA,0.53,0.319,0.622,0.23,NA,1.93,NA,NA,15.1,22000,54800,NA,NA,0,16,11,28870.429328937462
09692c06,9530,20.1,299,5020,NA,29.7,110,1.9,509,1.0547,Highly Undersaturated,12600,Medium,0.269,0.59,550,0.181,470,930,28.1,33.2,259.9,152.27,21070,0,NA,NA,0.25,0.824,NA,NA,NA,6,NA,19.2,110000,43800,0,0,NA,7,0,62744.386692701875
c98c1ff6,7380,20.2,282,4490,158,43.7,680,0.6,2087,1.23,Undersaturated,42900,None,0.244,0.66,130,0.204,120,850,15.5,52.9,131.6,1.69,67553,153.1,513,NA,0.24,0.798,0.4173,NA,NA,2,NA,6.4,92400,NA,NA,126300,NA,25,13,NA
6884fa50,6940,8.9,244,3470,169,23,110,10.6,793,1.049,Undersaturated,62100,Strong,0.244,0.62,390,0.318,350,300,29.4,33,88.43,177.33,7341,0,83,0.51,NA,0.93,0.342,NA,NA,NA,NA,29.3,32000,46000,0,0,0,NA,0,84325.47454788582
f439e6b8,10610,29.7,121,5370,210,15.7,40,19.6,394,1.043,Undersaturated,15300,NA,0.281,0.72,1760,0.219,1360,710,30.4,36.8,215.7,1584.5,6225,928.08,29,0.45,NA,0.8645,0.36,NA,NA,12,NA,38.8,59000,200700,0,86700,NA,5,1,86037.11952143465
41a1a742,7750,23.7,183,NA,199,41.4,840,0.3,2556,1.32,Undersaturated,29500,Medium,0.193,0.41,170,0.187,160,390,20.2,22,78.25,0.05,135292,0,NA,0.24,0.217,0.817,0.3844,NA,NA,1,NA,38.6,34300,0,0,0,0,16,0,26892.01253711799
7b6bb01e,10980,41.2,168,5070,233,26.8,170,2.3,1154,1.083,Undersaturated,19600,Very Strong,0.269,0.4,1890,0.209,1700,920,26,33.6,240.09,196.91,30980,0,129,0.41,0.21,0.75,NA,NA,NA,NA,NA,12.2,112000,102000,0,0,0,8,0,61664.032198057976
b2e5c31a,7270,16.5,388,3890,167,36.7,180,1.3,650,1.064,Highly Undersaturated,29800,Medium,0.279,0.75,260,NA,240,1530,14.6,24.5,222.99,3.16,30545,0,137,0.31,NA,0.92,0.555,NA,2.347,7,NA,9.2,177000,2000,0,0,0,10,0,48239.80027469108
f699f73f,8730,23.2,112,4030,217,29.2,270,1.5,1368,1.104,Undersaturated,47200,Strong,0.24,0.7,500,0.261,410,460,33.2,38,152.06,113.44,30655,0,202,NA,0.22,0.6522,0.304,NA,2.06,NA,5,41.2,34000,17800,0,0,0,9,NA,54422.63062149868
ab8f7678,1330,26.3,32,960,105,17.3,10,NA,35,1.02,Very Highly Undersaturated,84400,Medium,0.228,0.62,390,0.398,NA,100,13.6,17,13.82,123.64,108,140.64,8,0.48,0.317,0.959,0.391,NA,2.4,0,1,18.2,9000,23400,0,35300,NA,35,16,14125.391322080312
da615f6d,11410,10,220,5830,248,22.6,50,5.8,341,1.045,Highly Undersaturated,5400,NA,0.298,0.58,1160,0.167,1090,460,22.2,47.3,101.67,35.78,3888,0,38,0.35,NA,NA,0.4,NA,NA,NA,NA,7.8,NA,80600,0,0,0,5,0,89292.23812436569
b4ec3e14,11480,10.6,323,5690,239,24.9,330,1.7,2068,1.132,Near Saturation,26600,Very Strong,0.274,0.53,800,0.215,700,600,44,47.7,262.15,1166.98,64819,0,247,NA,0.2163,NA,NA,NA,NA,NA,15,49.3,66000,130600,0,0,NA,5,0,96417.37047031755
ce201ac0,4990,16.2,132,2870,147,24.1,320,3.9,2604,1.147,Near Saturation,109300,NA,0.122,0.66,110,0.41,60,140,2.3,2.3,3.13,0.01,2177,0.45,694,0.26,0.282,0.93,0.2919,NA,NA,NA,NA,30.3,15700,100,0,29300,13400,19,15,23092.182265242904
